Euler1,Euler2,Euler3,n28,n28_noise,n32,n32_noise
35,56,0,0.004,1.705,0.003,2.147
35,56,7,0.003,2.848,0.004,3.607
35,56,14,0.004,4.598,0.004,2.908
35,56,21,0.004,2.068,0.003,2.081
35,56,28,0.003,0.819,0.004,2.165
35,56,35,0.003,1.726,0.003,3.104
35,56,42,0.004,0.747,0.003,0.908
35,56,49,0.004,2.814,0.003,2.675
35,56,56,0.004,3.335,0.003,3.537
35,56,63,0.003,3.491,0.003,2.514
35,56,70,0.004,2.436,0.005,2.084
35,56,77,0.003,0.528,0.003,0.851
35,56,84,0.004,2.412,0.003,0.882
35,56,91,0.004,4.157,0.003,0.537
35,56,98,0.003,1.167,0.003,1.643
35,56,105,0.003,4.458,0.002,2.85
35,56,112,0.003,3.045,0.003,0.578
35,56,119,0.003,1.782,0.003,2.809
35,56,126,0.003,1.46,0.004,2.454
35,56,133,0.004,1.418,0.002,1.199
35,56,140,0.002,0.883,0.003,1.379
35,56,147,0.004,0.776,0.002,1.915
35,56,154,0.003,1.23,0.003,2.49
35,56,161,0.004,2.441,0.003,4.301
35,56,168,0.004,0.735,0.004,1.59
35,56,175,0.004,2.395,0.003,2.822
35,63,0,0.003,6.263,0.003,1.305
35,63,7,0.004,3.287,0.004,0.736
35,63,14,0.002,1.636,0.003,4.577
35,63,21,0.003,0.792,0.003,0.561
35,63,28,0.004,1.592,0.003,1.792
35,63,35,0.002,2.054,0.002,2.028
35,63,42,0.004,3.226,0.002,4.319
35,63,49,0.004,0.965,0.003,1.16
35,63,56,0.002,2.826,0.003,3.901
35,63,63,0.004,1.548,0.004,1.442
35,63,70,0.003,2.096,0.004,1.342
35,63,77,0.003,2.401,0.004,0.991
35,63,84,0.003,1.529,0.004,3.996
35,63,91,0.003,2.576,0.004,1.488
35,63,98,0.003,3.212,0.003,0.589
35,63,105,0.003,1.701,0.003,1.283
35,63,112,0.003,2.354,0.002,2.087
35,63,119,0.004,1.764,0.003,2.607
35,63,126,0.002,2.054,0.003,2.417
35,63,133,0.003,0.808,0.003,1.926
35,63,140,0.004,1.464,0.003,1.486
35,63,147,0.003,3.987,0.004,0.857
35,63,154,0.004,3.951,0.004,0.339
35,63,161,0.003,3.053,0.004,1.353
35,63,168,0.002,1.201,0.004,2.831
35,63,175,0.004,2.906,0.004,3.586
35,70,0,0.003,0.701,0.003,2.984
35,70,7,0.003,2.454,0.003,1.773
35,70,14,0.002,2.841,0.004,0.523
35,70,21,0.003,1.303,0.003,3.602
35,70,28,0.003,0.347,0.003,0.989
35,70,35,0.003,2.988,0.003,6.619
35,70,42,0.003,5.234,0.002,0.381
35,70,49,0.003,1.985,0.002,1.872
35,70,56,0.003,2.97,0.004,1.901
35,70,63,0.003,1.826,0.002,1.345
35,70,70,0.003,1.6,0.003,1.141
35,70,77,0.003,0.614,0.003,2.855
35,70,84,0.003,2.769,0.003,1.015
35,70,91,0.004,1.93,0.002,3.011
35,70,98,0.003,1.442,0.004,4.477
35,70,105,0.002,4.285,0.002,1.765
35,70,112,0.003,3.544,0.003,3.038
35,70,119,0.003,1.387,0.003,3.046
35,70,126,0.003,2.85,0.004,0.841
35,70,133,0.003,1.564,0.003,1.884
35,70,140,0.003,2.437,0.003,1.142
35,70,147,0.003,5.481,0.004,3.135
35,70,154,0.003,1.005,0.003,3.586
35,70,161,0.003,3.975,0.003,1.719
35,70,168,0.002,2.418,0.003,4.721
35,70,175,0.004,3.657,0.002,0.935
35,77,0,0.003,2.683,0.002,6.656
35,77,7,0.003,2.659,0.003,2.75
35,77,14,0.003,3.411,0.003,3.367
35,77,21,0.002,3.308,0.004,3.39
35,77,28,0.002,6.033,0.003,1.44
35,77,35,0.003,2.356,0.004,2.006
35,77,42,0.004,1.434,0.003,3.655
35,77,49,0.003,5.939,0.003,1.412
35,77,56,0.003,1.893,0.004,4.365
35,77,63,0.002,4.582,0.002,3.411
35,77,70,0.002,8.995,0.004,1.941
35,77,77,0.003,1.751,0.002,0.972
35,77,84,0.004,1.316,0.004,1.636
35,77,91,0.002,3.325,0.002,4.653
35,77,98,0.004,5.795,0.004,2.482
35,77,105,0.003,4.729,0.002,3.941
35,77,112,0.002,4.295,0.004,2.059
35,77,119,0.002,2.13,0.003,2.494
35,77,126,0.003,2.632,0.003,3.6
35,77,133,0.003,7.529,0.004,3.801
35,77,140,0.003,3.3,0.002,1.407
35,77,147,0.003,1.167,0.004,1.583
35,77,154,0.003,2.331,0.002,0.95
35,77,161,0.002,1.249,0.003,3.325
35,77,168,0.003,2.622,0.003,4.015
35,77,175,0.004,5.268,0.004,1.456
35,84,0,0.005,2.853,0.002,12.184
35,84,7,0.006,8.962,0.004,4.11
35,84,14,0.005,11.961,0.006,5.855
35,84,21,0.004,2.821,0.005,3.386
35,84,28,0.003,8.353,0.002,2.995
35,84,35,0.002,3.003,0.003,10.828
35,84,42,0.001,11.361,0.004,11.333
35,84,49,0.002,1.521,0.005,2.088
35,84,56,0.002,9.78,0.002,3.674
35,84,63,0.003,3.237,0.002,8.16
35,84,70,0.006,15.641,0.005,4.082
35,84,77,0.007,11.985,0.004,9.486
35,84,84,0.008,6.252,0.005,5.038
35,84,91,0.007,1.728,0.005,14.812
35,84,98,0.009,11.625,0.004,12.025
35,84,105,0.006,12.7,0.006,12.162
35,84,112,0.004,15.017,0.006,13.957
35,84,119,0.004,1.946,0.002,8.686
35,84,126,0.002,2.244,0.003,5.952
35,84,133,0.002,4.295,0.007,13.842
35,84,140,0.002,3.624,0.005,1.098
35,84,147,0.005,6.1,0.004,1.159
35,84,154,0.003,1.527,0.002,1.356
35,84,161,0.003,0.701,0.004,5.951
35,84,168,0.007,12.03,0.005,1.27
35,84,175,0.006,2.133,0.005,4.512
42,0,0,0.0,1.226,0.0,11.321
42,0,7,0.0,11.262,0.0,10.68
42,0,14,0.0,0.228,0.0,15.574
42,0,21,0.229,0.698,0.242,0.471
42,0,28,0.241,9.745,0.267,13.366
42,0,35,0.0,7.071,0.252,0.557
42,0,42,0.285,11.342,0.0,13.635
42,0,49,0.26,0.852,0.259,11.625
42,0,56,0.177,1.998,0.258,7.791
42,0,63,0.25,0.795,0.0,10.846
42,0,70,0.0,0.074,0.261,0.007
42,0,77,0.0,9.062,0.29,3.752
42,0,84,0.0,15.257,0.246,0.805
42,0,91,0.0,4.694,0.0,0.275
42,0,98,0.271,7.628,0.253,7.157
42,0,105,0.275,6.765,0.288,9.498
42,0,112,0.263,13.081,0.251,9.26
42,0,119,0.233,10.252,0.0,2.684
42,0,126,0.275,9.352,0.0,10.402
42,0,133,0.276,8.503,0.0,3.048
42,0,140,0.244,11.17,0.285,9.398
42,0,147,0.0,11.24,0.0,3.072
42,0,154,0.259,6.637,0.271,13.282
42,0,161,0.0,5.182,0.249,4.678
42,0,168,0.268,18.385,0.271,14.154
42,0,175,0.0,4.028,0.306,11.187
42,7,0,0.002,4.892,0.002,7.778
42,7,7,0.015,4.677,0.002,4.116
42,7,14,0.002,3.193,0.004,7.09
42,7,21,0.002,7.54,0.002,4.445
42,7,28,0.003,6.734,0.001,3.261
42,7,35,0.003,5.652,0.003,7.002
42,7,42,0.002,2.3,0.003,11.803
42,7,49,0.004,7.635,0.002,1.108
42,7,56,0.007,1.713,0.002,7.193
42,7,63,0.002,4.141,0.003,7.695
42,7,70,0.005,5.602,0.003,7.222
42,7,77,0.008,5.739,0.002,9.834
42,7,84,0.002,4.598,0.002,6.446
42,7,91,0.002,5.41,0.002,0.594
42,7,98,0.003,4.847,0.003,6.111
42,7,105,0.006,9.248,0.002,4.969
42,7,112,0.016,6.235,0.003,2.987
42,7,119,0.002,6.086,0.002,5.684
42,7,126,0.402,10.1,0.002,4.891
42,7,133,0.002,4.792,0.002,6.148
42,7,140,0.005,9.437,0.015,4.065
42,7,147,0.002,4.284,0.003,6.516
42,7,154,0.045,7.033,0.002,7.032
42,7,161,0.003,5.131,0.002,5.831
42,7,168,0.003,8.677,0.003,4.613
42,7,175,0.004,7.037,0.002,7.375
42,14,0,0.001,10.683,0.002,9.462
42,14,7,0.001,7.225,0.001,6.161
42,14,14,0.001,4.776,0.001,4.029
42,14,21,0.001,0.52,0.001,8.571
42,14,28,0.001,2.871,0.001,3.779
42,14,35,0.001,3.779,0.001,3.79
42,14,42,0.005,6.154,0.001,4.952
42,14,49,0.001,4.571,0.002,2.917
42,14,56,0.001,5.693,0.001,6.116
42,14,63,0.001,2.729,0.002,9.813
42,14,70,0.001,5.669,0.001,3.892
42,14,77,0.002,4.476,0.001,8.698
42,14,84,0.002,0.866,0.003,10.007
42,14,91,0.005,8.853,0.001,4.448
42,14,98,0.001,9.386,0.001,10.311
42,14,105,0.001,1.117,0.002,2.752
42,14,112,0.001,3.81,0.001,6.616
42,14,119,0.001,8.902,0.001,2.888
42,14,126,0.001,0.689,0.002,1.889
42,14,133,0.008,10.562,0.001,5.11
42,14,140,0.001,5.762,0.001,3.191
42,14,147,0.001,7.104,0.001,5.214
42,14,154,0.003,1.186,0.001,2.162
42,14,161,0.001,2.454,0.002,2.623
42,14,168,0.001,5.542,0.001,1.776
42,14,175,0.001,4.095,0.001,4.784
42,21,0,0.004,15.501,0.001,2.902
42,21,7,0.001,2.642,0.001,8.13
42,21,14,0.004,1.962,0.002,4.181
42,21,21,0.003,1.296,0.001,2.344
42,21,28,0.001,4.541,0.003,1.415
42,21,35,0.001,4.684,0.002,3.224
42,21,42,0.001,0.858,0.01,2.225
42,21,49,0.008,5.477,0.006,4.609
42,21,56,0.001,2.01,0.001,3.166
42,21,63,0.001,3.033,0.001,2.554
42,21,70,0.002,2.331,0.006,1.897
42,21,77,0.005,7.999,0.003,2.393
42,21,84,0.001,3.326,0.006,1.972
42,21,91,0.001,3.995,0.003,2.55
42,21,98,0.001,2.252,0.001,13.931
42,21,105,0.004,3.237,0.001,4.408
42,21,112,0.001,6.445,0.001,4.464
42,21,119,0.001,2.949,0.001,1.951
42,21,126,0.001,3.284,0.007,2.978
42,21,133,0.001,5.865,0.001,5.355
42,21,140,0.012,1.018,0.001,2.449
42,21,147,0.001,3.262,0.001,7.771
42,21,154,0.001,5.834,0.001,2.531
42,21,161,0.007,2.87,0.004,4.522
42,21,168,0.01,4.407,0.004,4.023
42,21,175,0.001,8.486,0.002,1.279
42,28,0,0.005,3.153,0.004,2.357
42,28,7,0.002,0.735,0.003,3.398
42,28,14,0.007,3.754,0.005,4.226
42,28,21,0.0,1.255,0.001,1.196
42,28,28,0.003,6.755,0.008,2.717
42,28,35,0.008,5.633,0.003,2.737
42,28,42,0.001,2.666,0.004,1.73
42,28,49,0.008,3.786,0.007,2.984
42,28,56,0.001,2.205,0.001,1.264
42,28,63,0.005,2.619,0.006,0.883
42,28,70,0.009,3.16,0.007,2.118
42,28,77,0.001,1.463,0.003,2.088
42,28,84,0.008,2.121,0.01,0.672
42,28,91,0.008,3.577,0.001,1.309
42,28,98,0.001,2.102,0.009,7.427
42,28,105,0.006,5.453,0.001,1.717
42,28,112,0.001,2.99,0.007,3.603
42,28,119,0.004,2.248,0.008,6.155
42,28,126,0.006,2.767,0.001,0.343
42,28,133,0.001,3.027,0.006,4.16
42,28,140,0.009,3.006,0.002,4.691
42,28,147,0.001,2.901,0.002,3.561
42,28,154,0.005,1.11,0.006,0.367
42,28,161,0.009,1.501,0.001,1.648
42,28,168,0.001,2.181,0.008,1.405
42,28,175,0.008,1.5,0.004,3.14
42,35,0,0.004,1.413,0.002,1.584
42,35,7,0.004,2.306,0.004,2.244
42,35,14,0.006,1.602,0.004,2.529
42,35,21,0.004,1.468,0.005,1.318
42,35,28,0.001,0.988,0.003,1.207
42,35,35,0.005,1.877,0.006,1.065
42,35,42,0.002,5.668,0.005,2.636
42,35,49,0.004,4.562,0.004,2.7
42,35,56,0.006,2.177,0.006,4.1
42,35,63,0.005,2.753,0.001,4.893
42,35,70,0.004,2.773,0.002,2.598
42,35,77,0.005,2.834,0.001,2.864
42,35,84,0.005,2.818,0.003,3.128
42,35,91,0.005,2.564,0.005,2.04
42,35,98,0.004,2.628,0.001,3.135
42,35,105,0.005,4.017,0.003,0.915
42,35,112,0.004,1.978,0.001,3.562
42,35,119,0.001,0.761,0.005,1.639
42,35,126,0.002,1.452,0.004,1.743
42,35,133,0.005,1.102,0.004,4.201
42,35,140,0.005,1.342,0.006,0.688
42,35,147,0.005,2.265,0.003,2.096
42,35,154,0.005,1.19,0.006,2.65
42,35,161,0.007,4.823,0.007,1.916
42,35,168,0.005,1.836,0.005,7.3
42,35,175,0.001,5.383,0.006,3.727
42,42,0,0.004,1.107,0.003,3.022
42,42,7,0.004,1.357,0.005,2.997
42,42,14,0.003,3.995,0.005,0.899
42,42,21,0.004,1.075,0.004,1.492
42,42,28,0.001,1.936,0.005,2.407
42,42,35,0.005,2.924,0.001,1.439
42,42,42,0.001,1.662,0.004,1.006
42,42,49,0.006,1.031,0.004,2.017
42,42,56,0.003,1.033,0.003,2.97
42,42,63,0.005,2.779,0.005,2.947
42,42,70,0.005,1.892,0.005,0.861
42,42,77,0.006,3.587,0.005,1.829
42,42,84,0.005,2.076,0.006,2.784
42,42,91,0.005,0.669,0.004,3.602
42,42,98,0.005,1.938,0.006,2.799
42,42,105,0.003,3.341,0.006,1.238
42,42,112,0.004,1.957,0.002,3.387
42,42,119,0.004,1.83,0.005,3.161
42,42,126,0.005,2.014,0.003,1.472
42,42,133,0.001,4.177,0.004,1.442
42,42,140,0.006,2.208,0.006,0.71
42,42,147,0.003,3.333,0.001,1.007
42,42,154,0.005,1.483,0.005,1.794
42,42,161,0.005,1.672,0.006,1.731
42,42,168,0.006,2.141,0.003,1.761
42,42,175,0.006,2.34,0.006,1.433
42,49,0,0.004,2.539,0.004,1.52
42,49,7,0.005,2.561,0.004,3.666
42,49,14,0.002,1.796,0.004,1.955
42,49,21,0.005,1.545,0.005,1.229
42,49,28,0.004,1.465,0.004,0.75
42,49,35,0.005,1.247,0.005,2.225
42,49,42,0.001,1.867,0.002,1.418
42,49,49,0.005,1.77,0.004,1.493
42,49,56,0.001,2.486,0.004,2.191
42,49,63,0.005,1.921,0.004,0.458
42,49,70,0.003,1.514,0.004,4.583
42,49,77,0.005,2.016,0.003,1.754
42,49,84,0.005,1.918,0.003,1.887
42,49,91,0.004,1.006,0.005,3.012
42,49,98,0.005,2.472,0.005,0.619
42,49,105,0.003,1.434,0.003,1.818
42,49,112,0.005,3.942,0.005,1.941
42,49,119,0.004,4.653,0.004,3.947
42,49,126,0.005,0.38,0.003,1.677
42,49,133,0.001,0.845,0.004,1.6
42,49,140,0.005,2.801,0.003,2.205
42,49,147,0.002,5.216,0.005,2.528
42,49,154,0.004,2.278,0.003,2.004
42,49,161,0.003,2.113,0.003,1.509
42,49,168,0.005,2.228,0.005,1.408
42,49,175,0.005,1.585,0.004,1.199
42,56,0,0.004,1.466,0.002,0.821
42,56,7,0.004,1.029,0.004,3.699
42,56,14,0.002,1.691,0.003,1.491
42,56,21,0.004,2.368,0.004,1.514
42,56,28,0.004,2.306,0.004,3.223
42,56,35,0.003,4.37,0.004,3.309
42,56,42,0.004,1.641,0.004,0.812
42,56,49,0.003,2.777,0.004,0.917
42,56,56,0.004,4.863,0.004,0.69
42,56,63,0.003,3.328,0.003,0.648
42,56,70,0.003,2.754,0.002,1.267
42,56,77,0.004,1.561,0.002,3.251
42,56,84,0.003,2.109,0.004,1.053
42,56,91,0.003,2.093,0.004,1.136
42,56,98,0.003,1.393,0.004,3.469
42,56,105,0.003,1.881,0.003,1.379
42,56,112,0.004,1.379,0.003,1.113
42,56,119,0.004,2.537,0.003,2.685
42,56,126,0.003,2.307,0.003,4.362
42,56,133,0.004,3.485,0.004,0.707
42,56,140,0.003,2.018,0.004,2.224
42,56,147,0.004,3.369,0.004,1.551
42,56,154,0.004,1.936,0.004,3.278
42,56,161,0.002,1.959,0.004,1.317
42,56,168,0.005,1.581,0.004,1.11
42,56,175,0.003,2.127,0.004,1.73
42,63,0,0.003,3.933,0.002,2.512
42,63,7,0.004,1.756,0.002,1.458
42,63,14,0.004,3.828,0.002,2.893
42,63,21,0.003,1.707,0.003,0.311
42,63,28,0.004,2.469,0.002,1.359
42,63,35,0.004,0.964,0.004,2.913
42,63,42,0.003,1.686,0.003,2.567
42,63,49,0.004,3.302,0.003,0.755
42,63,56,0.003,4.035,0.003,1.024
42,63,63,0.003,3.606,0.003,1.798
42,63,70,0.004,1.915,0.004,2.88
42,63,77,0.003,2.02,0.004,0.569
42,63,84,0.002,2.276,0.003,0.879
42,63,91,0.003,0.874,0.003,1.544
42,63,98,0.004,1.208,0.003,1.011
42,63,105,0.004,0.834,0.003,4.71
42,63,112,0.002,1.352,0.003,2.271
42,63,119,0.003,2.599,0.004,0.816
42,63,126,0.003,3.477,0.004,3.098
42,63,133,0.002,1.239,0.004,1.059
42,63,140,0.004,1.767,0.003,1.378
42,63,147,0.003,1.623,0.003,0.954
42,63,154,0.002,2.068,0.004,1.685
42,63,161,0.003,2.285,0.003,4.302
42,63,168,0.003,2.596,0.003,0.433
42,63,175,0.003,1.85,0.003,3.164
42,70,0,0.003,3.016,0.003,1.578
42,70,7,0.003,1.828,0.004,0.81
42,70,14,0.003,1.907,0.002,1.029
42,70,21,0.003,1.397,0.002,1.613
42,70,28,0.003,1.104,0.003,2.063
42,70,35,0.004,1.908,0.003,1.058
42,70,42,0.003,1.525,0.003,5.821
42,70,49,0.003,2.403,0.004,4.6
42,70,56,0.003,2.638,0.003,2.717
42,70,63,0.003,1.997,0.003,2.041
42,70,70,0.004,1.08,0.004,1.853
42,70,77,0.003,3.425,0.003,2.186
42,70,84,0.003,1.041,0.003,0.765
42,70,91,0.003,5.35,0.003,1.341
42,70,98,0.004,5.355,0.003,3.324
42,70,105,0.003,2.021,0.002,0.995
42,70,112,0.003,3.412,0.004,2.041
42,70,119,0.003,2.009,0.003,1.73
42,70,126,0.003,1.576,0.003,4.348
42,70,133,0.003,5.355,0.003,1.829
42,70,140,0.004,0.907,0.004,4.582
42,70,147,0.003,0.604,0.002,0.913
42,70,154,0.003,1.674,0.003,1.611
42,70,161,0.004,1.196,0.004,1.693
42,70,168,0.003,1.842,0.002,3.364
42,70,175,0.003,1.663,0.004,4.24
42,77,0,0.003,2.397,0.004,2.114
42,77,7,0.004,1.946,0.003,1.829
42,77,14,0.004,3.993,0.003,0.88
42,77,21,0.003,1.207,0.002,0.486
42,77,28,0.003,6.48,0.004,3.408
42,77,35,0.002,6.752,0.002,3.761
42,77,42,0.002,4.037,0.004,1.539
42,77,49,0.003,5.305,0.002,7.993
42,77,56,0.004,3.841,0.003,0.597
42,77,63,0.004,2.279,0.003,2.145
42,77,70,0.003,3.606,0.003,3.541
42,77,77,0.003,1.392,0.003,2.755
42,77,84,0.003,8.87,0.003,2.624
42,77,91,0.003,4.785,0.004,1.318
42,77,98,0.003,0.966,0.002,1.565
42,77,105,0.003,1.142,0.004,2.77
42,77,112,0.003,4.237,0.002,1.504
42,77,119,0.003,1.14,0.003,8.706
42,77,126,0.002,2.934,0.002,3.207
42,77,133,0.002,3.259,0.003,2.588
42,77,140,0.003,3.463,0.002,1.41
42,77,147,0.004,2.492,0.003,4.465
42,77,154,0.004,2.625,0.003,2.335
42,77,161,0.003,2.106,0.003,1.934
42,77,168,0.002,0.572,0.003,1.507
42,77,175,0.002,3.617,0.003,6.133
42,84,0,0.006,21.121,0.004,3.779
42,84,7,0.005,6.606,0.003,5.258
42,84,14,0.006,7.359,0.003,6.513
42,84,21,0.007,2.396,0.004,4.463
42,84,28,0.009,18.016,0.004,4.356
42,84,35,0.007,7.524,0.003,2.113
42,84,42,0.006,13.307,0.002,6.806
42,84,49,0.003,0.805,0.005,3.55
42,84,56,0.004,2.682,0.006,4.694
42,84,63,0.001,4.603,0.003,11.485
42,84,70,0.004,4.392,0.002,3.444
42,84,77,0.002,19.665,0.003,7.059
42,84,84,0.002,2.162,0.005,1.861
42,84,91,0.004,5.022,0.005,2.977
42,84,98,0.006,3.728,0.002,3.247
42,84,105,0.006,3.402,0.002,1.986
42,84,112,0.008,15.345,0.004,7.423
42,84,119,0.006,1.18,0.007,4.1
42,84,126,0.008,7.898,0.003,2.334
42,84,133,0.006,6.331,0.002,7.977
42,84,140,0.004,12.465,0.004,2.685
42,84,147,0.003,1.574,0.005,7.888
42,84,154,0.002,3.993,0.004,3.141
42,84,161,0.002,5.124,0.002,11.488
42,84,168,0.005,9.421,0.003,5.586
42,84,175,0.003,0.557,0.004,5.857
49,0,0,0.0,8.835,0.244,5.122
49,0,7,0.0,0.934,0.266,7.825
49,0,14,0.272,6.821,0.246,8.601
49,0,21,0.277,7.775,0.0,8.83
49,0,28,0.0,19.328,0.292,5.842
49,0,35,0.248,6.241,0.28,13.692
49,0,42,0.0,0.291,0.218,17.37
49,0,49,0.256,1.038,0.23,6.266
49,0,56,0.0,14.732,0.219,7.125
49,0,63,0.0,15.04,0.257,9.067
49,0,70,0.11,2.767,0.271,7.074
49,0,77,0.281,6.168,0.261,1.968
49,0,84,0.0,17.988,0.238,13.766
49,0,91,0.267,11.493,0.272,11.352
49,0,98,0.274,5.925,0.355,0.489
49,0,105,0.0,8.943,0.254,6.331
49,0,112,0.261,1.977,0.27,0.359
49,0,119,0.277,5.82,0.24,5.851
49,0,126,0.268,0.888,0.253,11.149
49,0,133,0.277,3.851,0.344,12.436
49,0,140,0.291,0.712,0.0,3.662
49,0,147,0.275,13.769,0.244,17.338
49,0,154,0.229,0.534,0.117,8.178
49,0,161,0.237,10.995,0.248,1.178
49,0,168,0.272,3.984,0.254,8.629
49,0,175,0.273,6.956,0.0,14.091
49,7,0,0.008,2.88,0.003,2.755
49,7,7,0.002,8.184,0.003,10.102
49,7,14,0.002,13.26,0.003,2.995
49,7,21,0.003,5.067,0.003,13.418
49,7,28,0.003,4.679,0.002,7.381
49,7,35,0.002,5.293,0.003,10.203
49,7,42,0.002,4.69,0.001,5.904
49,7,49,0.009,3.453,0.005,0.956
49,7,56,0.003,9.818,0.003,1.81
49,7,63,0.002,5.679,0.003,3.844
49,7,70,0.003,3.096,0.002,3.725
49,7,77,0.001,7.101,0.005,3.752
49,7,84,0.002,6.64,0.002,4.22
49,7,91,0.008,5.383,0.002,8.023
49,7,98,0.68,5.384,0.003,6.161
49,7,105,0.002,4.042,0.003,5.037
49,7,112,0.002,4.72,0.003,5.933
49,7,119,0.009,11.594,0.487,5.269
49,7,126,0.002,9.145,0.004,2.45
49,7,133,0.007,6.11,0.003,4.827
49,7,140,0.003,5.026,0.003,12.85
49,7,147,0.004,6.498,0.002,5.939
49,7,154,0.002,13.75,0.003,1.237
49,7,161,0.004,6.577,0.002,6.772
49,7,168,0.002,11.38,0.002,7.003
49,7,175,0.002,10.422,0.003,9.861
49,14,0,0.014,0.856,0.001,3.164
49,14,7,0.001,8.691,0.002,2.255
49,14,14,0.001,2.618,0.001,7.391
49,14,21,0.002,3.983,0.001,9.416
49,14,28,0.001,4.498,0.002,1.548
49,14,35,0.001,7.172,0.001,5.67
49,14,42,0.001,2.842,0.001,9.373
49,14,49,0.001,2.902,0.004,9.824
49,14,56,0.001,6.836,0.001,2.688
49,14,63,0.001,4.714,0.001,1.473
49,14,70,0.001,9.725,0.002,3.263
49,14,77,0.001,5.314,0.001,3.546
49,14,84,0.001,5.001,0.002,5.246
49,14,91,0.001,2.616,0.001,2.814
49,14,98,0.001,1.681,0.001,10.488
49,14,105,0.002,5.166,0.001,3.51
49,14,112,0.001,1.698,0.001,7.158
49,14,119,0.001,9.21,0.001,6.213
49,14,126,0.001,9.189,0.002,1.797
49,14,133,0.001,7.341,0.001,2.236
49,14,140,0.001,4.123,0.002,5.107
49,14,147,0.001,9.23,0.001,9.233
49,14,154,0.001,0.882,0.001,6.558
49,14,161,0.001,4.088,0.006,3.809
49,14,168,0.002,2.266,0.001,9.608
49,14,175,0.001,9.346,0.001,8.664
49,21,0,0.001,4.789,0.006,2.889
49,21,7,0.003,3.991,0.001,1.916
49,21,14,0.011,6.461,0.001,5.165
49,21,21,0.002,3.402,0.001,2.598
49,21,28,0.001,7.099,0.001,3.63
49,21,35,0.005,3.696,0.004,3.781
49,21,42,0.001,2.668,0.006,2.998
49,21,49,0.008,7.125,0.001,1.806
49,21,56,0.001,3.192,0.001,2.388
49,21,63,0.013,1.878,0.001,6.449
49,21,70,0.001,10.21,0.001,3.991
49,21,77,0.005,2.23,0.009,5.285
49,21,84,0.006,5.824,0.003,3.056
49,21,91,0.001,3.404,0.001,5.513
49,21,98,0.002,8.916,0.002,2.635
49,21,105,0.008,1.98,0.001,6.028
49,21,112,0.001,2.981,0.002,4.415
49,21,119,0.001,5.368,0.003,2.675
49,21,126,0.002,3.185,0.001,2.383
49,21,133,0.002,1.855,0.002,14.799
49,21,140,0.009,3.482,0.001,5.788
49,21,147,0.001,1.269,0.001,3.312
49,21,154,0.003,5.158,0.001,5.531
49,21,161,0.003,3.028,0.002,3.441
49,21,168,0.001,3.037,0.007,1.574
49,21,175,0.009,4.099,0.004,4.012
49,28,0,0.001,2.471,0.011,3.159
49,28,7,0.008,0.562,0.006,3.454
49,28,14,0.001,2.456,0.001,3.996
49,28,21,0.006,4.171,0.008,2.139
49,28,28,0.011,3.046,0.009,1.117
49,28,35,0.001,3.605,0.01,3.477
49,28,42,0.006,2.245,0.009,2.116
49,28,49,0.002,5.601,0.0,2.687
49,28,56,0.002,2.084,0.007,2.225
49,28,63,0.01,2.357,0.009,1.009
49,28,70,0.001,2.341,0.002,3.133
49,28,77,0.007,3.129,0.007,1.828
49,28,84,0.009,2.243,0.001,2.13
49,28,91,0.001,1.167,0.006,3.64
49,28,98,0.008,3.96,0.004,3.509
49,28,105,0.001,0.345,0.001,1.651
49,28,112,0.005,2.077,0.009,4.103
49,28,119,0.007,3.927,0.001,1.671
49,28,126,0.001,3.722,0.006,1.684
49,28,133,0.008,4.873,0.003,4.545
49,28,140,0.006,2.093,0.001,1.602
49,28,147,0.002,2.154,0.006,2.384
49,28,154,0.01,3.173,0.001,2.312
49,28,161,0.001,2.071,0.007,3.963
49,28,168,0.007,1.096,0.008,2.559
49,28,175,0.007,4.397,0.001,4.065
49,35,0,0.008,1.202,0.007,1.942
49,35,7,0.006,2.314,0.007,3.159
49,35,14,0.008,1.543,0.004,2.204
49,35,21,0.004,4.646,0.004,1.246
49,35,28,0.004,2.903,0.005,0.96
49,35,35,0.006,2.581,0.006,2.065
49,35,42,0.005,1.657,0.005,2.192
49,35,49,0.005,1.882,0.007,1.493
49,35,56,0.003,2.235,0.004,3.687
49,35,63,0.006,3.03,0.005,1.369
49,35,70,0.005,2.199,0.005,2.444
49,35,77,0.004,1.856,0.004,1.258
49,35,84,0.004,3.379,0.006,3.139
49,35,91,0.002,4.517,0.005,2.845
49,35,98,0.004,3.308,0.007,2.507
49,35,105,0.005,0.771,0.004,4.112
49,35,112,0.004,4.984,0.006,0.845
49,35,119,0.003,2.825,0.004,1.51
49,35,126,0.007,0.937,0.003,4.17
49,35,133,0.004,1.662,0.007,1.693
49,35,140,0.005,2.578,0.003,0.852
49,35,147,0.002,2.971,0.002,3.53
49,35,154,0.005,3.279,0.007,2.728
49,35,161,0.006,1.105,0.001,1.559
49,35,168,0.004,2.603,0.007,0.79
49,35,175,0.007,3.292,0.002,4.781
49,42,0,0.005,1.299,0.004,1.702
49,42,7,0.007,3.286,0.004,2.911
49,42,14,0.004,1.953,0.005,1.967
49,42,21,0.003,3.456,0.004,3.576
49,42,28,0.006,1.86,0.004,1.935
49,42,35,0.004,0.351,0.006,2.657
49,42,42,0.006,1.933,0.005,1.912
49,42,49,0.005,1.025,0.007,1.962
49,42,56,0.004,1.162,0.002,1.104
49,42,63,0.006,2.141,0.004,1.849
