Euler1,Euler2,Euler3,4samples,8samples,16samples,24samples
35,56,0,36.663,0.003,0.003,0.003
35,56,7,4.754,0.004,0.004,0.004
35,56,14,15.041,0.003,0.003,0.003
35,56,21,11.0,0.002,0.003,0.003
35,56,28,31.21,0.003,0.003,0.003
35,56,35,1.681,0.003,0.004,0.003
35,56,42,2.342,0.003,0.004,0.003
35,56,49,6.677,0.004,0.004,0.003
35,56,56,8.507,0.003,0.003,0.003
35,56,63,2.32,0.003,0.003,0.004
35,56,70,0.903,0.004,0.003,0.003
35,56,77,59.989,0.004,0.004,0.003
35,56,84,15.912,0.003,0.003,0.003
35,56,91,2.778,0.004,0.004,0.003
35,56,98,32.478,0.004,0.004,0.003
35,56,105,10.921,0.003,0.004,0.003
35,56,112,4.794,0.004,0.003,0.003
35,56,119,4.72,0.002,0.002,0.003
35,56,126,37.315,0.004,0.003,0.003
35,56,133,0.103,0.003,0.004,0.003
35,56,140,2.023,0.001,0.002,0.004
35,56,147,10.288,0.003,0.003,0.004
35,56,154,5.983,0.004,0.004,0.003
35,56,161,5.31,0.004,0.004,0.003
35,56,168,8.213,0.005,0.003,0.004
35,56,175,8.567,0.002,0.002,0.003
35,63,0,1.061,0.002,0.003,0.003
35,63,7,4.4,0.003,0.003,0.003
35,63,14,36.998,0.003,0.003,0.003
35,63,21,0.142,0.003,0.003,0.003
35,63,28,17.817,0.003,0.002,0.003
35,63,35,7.504,0.004,0.003,0.004
35,63,42,19.045,0.004,0.003,0.003
35,63,49,17.5,0.002,0.003,0.003
35,63,56,2.331,0.002,0.002,0.003
35,63,63,11.757,0.003,0.004,0.003
35,63,70,3.16,0.003,0.002,0.003
35,63,77,57.851,0.003,0.003,0.003
35,63,84,25.029,0.003,0.003,0.004
35,63,91,2.136,0.002,0.002,0.003
35,63,98,1.295,0.002,0.003,0.002
35,63,105,15.284,0.004,0.003,0.003
35,63,112,4.822,0.004,0.004,0.002
35,63,119,4.135,0.003,0.003,0.003
35,63,126,2.734,0.004,0.003,0.003
35,63,133,5.363,0.005,0.003,0.003
35,63,140,2.159,0.003,0.004,0.004
35,63,147,1.244,0.004,0.003,0.003
35,63,154,14.345,0.004,0.004,0.003
35,63,161,31.425,0.005,0.004,0.003
35,63,168,16.901,0.004,0.003,0.003
35,63,175,17.641,0.002,0.004,0.003
35,70,0,26.694,0.002,0.003,0.004
35,70,7,11.34,0.007,0.003,0.003
35,70,14,51.268,0.003,0.003,0.003
35,70,21,27.729,0.005,0.004,0.004
35,70,28,34.876,0.003,0.004,0.004
35,70,35,6.654,0.004,0.003,0.003
35,70,42,28.843,0.005,0.003,0.003
35,70,49,7.908,0.004,0.002,0.002
35,70,56,5.063,0.003,0.003,0.003
35,70,63,0.932,0.003,0.003,0.003
35,70,70,21.575,0.005,0.004,0.003
35,70,77,4.267,0.005,0.003,0.003
35,70,84,39.528,0.003,0.003,0.003
35,70,91,0.998,0.002,0.003,0.003
35,70,98,0.135,0.004,0.003,0.003
35,70,105,14.477,0.004,0.003,0.004
35,70,112,84.274,0.003,0.004,0.003
35,70,119,28.811,0.004,0.003,0.004
35,70,126,0.766,0.004,0.003,0.003
35,70,133,5.607,0.002,0.003,0.004
35,70,140,1.346,0.003,0.002,0.003
35,70,147,24.164,0.003,0.003,0.004
35,70,154,23.431,0.003,0.003,0.003
35,70,161,31.82,0.003,0.003,0.003
35,70,168,3.773,0.003,0.003,0.003
35,70,175,7.689,0.004,0.003,0.003
35,77,0,3.527,0.005,0.002,0.003
35,77,7,16.261,0.005,0.003,0.003
35,77,14,19.817,0.009,0.003,0.003
35,77,21,1.033,0.005,0.005,0.003
35,77,28,1.601,0.003,0.003,0.002
35,77,35,3.799,0.003,0.003,0.003
35,77,42,58.256,0.005,0.003,0.003
35,77,49,13.15,0.003,0.003,0.003
35,77,56,19.131,0.007,0.003,0.003
35,77,63,24.475,0.005,0.002,0.003
35,77,70,3.343,0.004,0.004,0.003
35,77,77,10.508,0.004,0.002,0.002
35,77,84,14.425,0.003,0.003,0.002
35,77,91,17.412,0.006,0.003,0.003
35,77,98,3.336,0.007,0.002,0.003
35,77,105,9.083,0.008,0.003,0.003
35,77,112,21.788,0.003,0.003,0.003
35,77,119,16.513,0.004,0.002,0.003
35,77,126,1.793,0.004,0.003,0.003
35,77,133,8.524,0.004,0.003,0.002
35,77,140,0.1,0.007,0.003,0.003
35,77,147,0.494,0.007,0.003,0.003
35,77,154,2.689,0.003,0.003,0.003
35,77,161,2.205,0.005,0.003,0.003
35,77,168,3.739,0.003,0.003,0.003
35,77,175,17.375,0.003,0.003,0.003
35,84,0,18.51,0.021,0.002,0.004
35,84,7,9.067,0.04,8.729,0.003
35,84,14,6.209,0.018,0.004,0.003
35,84,21,62.959,0.002,0.006,0.004
35,84,28,2.018,0.005,0.003,0.002
35,84,35,10.638,0.002,0.003,0.003
35,84,42,85.742,0.009,0.007,0.008
35,84,49,7.865,0.003,0.005,0.002
35,84,56,43.779,0.014,0.003,0.003
35,84,63,1.53,0.013,0.005,0.004
35,84,70,1.835,0.006,0.003,0.005
35,84,77,14.101,0.003,0.003,0.002
35,84,84,0.2,0.006,0.004,0.005
35,84,91,7.615,0.016,0.005,0.003
35,84,98,9.263,0.009,0.003,0.004
35,84,105,22.627,0.01,0.003,0.003
35,84,112,68.896,0.004,0.002,0.004
35,84,119,93.678,0.006,0.002,0.003
35,84,126,23.783,0.015,0.005,0.004
35,84,133,79.216,0.004,0.004,0.003
35,84,140,38.451,0.039,0.005,0.003
35,84,147,61.613,0.012,0.006,0.008
35,84,154,3.043,0.008,0.008,0.002
35,84,161,11.464,0.003,0.003,0.003
35,84,168,41.627,0.004,0.003,0.004
35,84,175,18.441,0.011,0.008,0.006
42,0,0,7.977,0.0,0.0,0.276
42,0,7,0.0,0.0,0.0,0.248
42,0,14,0.001,0.0,0.366,0.243
42,0,21,0.0,0.0,0.0,0.263
42,0,28,3.451,0.0,0.207,0.246
42,0,35,0.0,0.0,0.0,0.205
42,0,42,0.001,0.0,0.0,0.257
42,0,49,0.273,0.0,0.0,0.26
42,0,56,0.06,0.297,0.0,0.239
42,0,63,2.465,0.0,0.274,0.0
42,0,70,0.0,0.0,0.0,0.0
42,0,77,0.0,0.277,0.0,0.325
42,0,84,0.0,0.0,0.0,0.28
42,0,91,2.686,0.841,0.372,0.272
42,0,98,3.101,0.0,0.278,0.127
42,0,105,0.0,0.54,0.0,0.0
42,0,112,0.0,0.0,0.0,0.248
42,0,119,0.0,0.0,0.207,0.254
42,0,126,11.139,0.0,0.22,0.235
42,0,133,0.006,0.0,0.0,0.0
42,0,140,0.072,0.0,0.0,0.221
42,0,147,0.0,0.0,0.0,0.263
42,0,154,0.001,0.0,0.0,0.223
42,0,161,0.001,0.546,0.3,0.285
42,0,168,0.0,0.452,0.262,0.0
42,0,175,8.689,0.0,0.279,0.0
42,7,0,5.694,0.034,0.004,0.003
42,7,7,5.793,0.522,1.157,0.002
42,7,14,4.989,0.093,0.013,0.103
42,7,21,7.003,0.278,1.849,0.004
42,7,28,9.886,0.139,0.001,0.004
42,7,35,0.713,0.008,0.067,0.002
42,7,42,5.666,0.039,0.005,0.003
42,7,49,4.275,0.041,0.001,0.003
42,7,56,8.038,0.01,0.008,0.003
42,7,63,5.85,0.365,0.002,0.002
42,7,70,5.428,0.362,0.044,0.002
42,7,77,4.914,0.424,0.006,0.004
42,7,84,7.0,0.019,0.001,0.0
42,7,91,5.926,0.235,0.081,0.002
42,7,98,5.802,0.095,0.001,0.002
42,7,105,5.778,0.093,0.001,0.003
42,7,112,5.483,0.189,0.218,0.003
42,7,119,3.605,0.53,0.115,0.004
42,7,126,5.854,0.2,0.099,0.005
42,7,133,5.581,0.036,0.244,0.003
42,7,140,4.362,0.401,0.046,0.002
42,7,147,5.822,0.143,0.003,0.002
42,7,154,5.824,0.285,0.003,0.002
42,7,161,7.002,0.079,0.004,0.008
42,7,168,7.0,0.087,0.004,0.003
42,7,175,4.858,1.131,0.135,0.068
42,14,0,11.298,0.003,0.002,0.001
42,14,7,6.333,0.031,0.002,0.001
42,14,14,11.652,0.011,0.002,0.001
42,14,21,11.222,0.01,0.017,0.003
42,14,28,10.848,0.002,0.002,0.001
42,14,35,8.179,0.04,0.012,0.008
42,14,42,0.47,0.016,0.012,0.004
42,14,49,12.281,0.03,0.003,0.003
42,14,56,7.046,0.005,0.002,0.002
42,14,63,9.739,0.03,0.003,0.001
42,14,70,10.815,0.018,0.006,0.008
42,14,77,10.318,0.011,0.001,0.001
42,14,84,10.103,0.007,0.001,0.003
42,14,91,2.012,0.029,0.005,0.002
42,14,98,10.77,0.007,0.001,0.01
42,14,105,10.176,0.01,0.002,0.001
42,14,112,9.56,0.023,0.006,0.013
42,14,119,11.875,0.014,0.003,0.001
42,14,126,7.764,0.013,0.006,0.003
42,14,133,3.0,0.031,0.001,0.001
42,14,140,3.698,0.008,0.004,0.002
42,14,147,0.729,0.018,0.001,0.011
42,14,154,4.89,0.004,0.005,0.002
42,14,161,23.288,0.058,0.007,0.001
42,14,168,9.883,0.084,0.001,0.001
42,14,175,11.553,0.005,0.011,0.011
42,21,0,16.04,0.002,0.001,0.001
42,21,7,17.401,0.009,0.002,0.004
42,21,14,11.121,0.011,0.001,0.002
42,21,21,14.606,0.011,0.003,0.002
42,21,28,5.785,0.008,0.01,0.001
42,21,35,15.781,0.009,0.005,0.008
42,21,42,4.525,0.011,0.004,0.008
42,21,49,0.156,0.003,0.001,0.001
42,21,56,1.178,0.001,0.005,0.001
42,21,63,0.356,0.007,0.001,0.01
42,21,70,0.057,0.011,0.002,0.006
42,21,77,7.186,0.01,0.002,0.001
42,21,84,15.406,0.005,0.006,0.001
42,21,91,16.175,0.004,0.007,0.002
42,21,98,14.493,0.007,0.012,0.001
42,21,105,6.509,0.01,0.002,0.001
42,21,112,6.05,0.008,0.008,0.004
42,21,119,3.605,0.001,0.001,0.003
42,21,126,16.481,0.014,0.001,0.002
42,21,133,1.435,0.009,0.001,0.001
42,21,140,3.569,0.014,0.008,0.007
42,21,147,17.405,0.004,0.007,0.003
42,21,154,16.783,0.003,0.007,0.001
42,21,161,39.283,0.034,0.003,0.001
42,21,168,20.228,0.01,0.009,0.001
42,21,175,14.945,0.009,0.003,0.002
42,28,0,21.709,0.001,0.0,0.007
42,28,7,64.99,0.009,0.008,0.005
42,28,14,19.083,0.001,0.003,0.002
42,28,21,16.705,0.007,0.002,0.002
42,28,28,1.194,0.006,0.005,0.002
42,28,35,8.295,0.003,0.001,0.002
42,28,42,1.094,0.002,0.001,0.001
42,28,49,1.438,0.005,0.002,0.004
42,28,56,7.359,0.009,0.006,0.001
42,28,63,2.201,0.005,0.001,0.001
42,28,70,20.773,0.008,0.006,0.002
42,28,77,0.291,0.006,0.002,0.001
42,28,84,10.962,0.001,0.001,0.002
42,28,91,21.704,0.007,0.006,0.001
42,28,98,20.365,0.007,0.009,0.001
42,28,105,20.41,0.009,0.008,0.007
42,28,112,1.147,0.005,0.004,0.005
42,28,119,0.288,0.006,0.005,0.004
42,28,126,3.925,0.004,0.004,0.001
42,28,133,1.115,0.002,0.001,0.002
42,28,140,6.973,0.005,0.001,0.002
42,28,147,13.851,0.003,0.004,0.001
42,28,154,7.376,0.003,0.006,0.006
42,28,161,3.434,0.002,0.001,0.001
42,28,168,27.205,0.005,0.008,0.003
42,28,175,1.763,0.008,0.002,0.001
42,35,0,0.008,0.001,0.002,0.002
42,35,7,6.71,0.004,0.005,0.002
42,35,14,39.06,0.008,0.006,0.006
42,35,21,24.081,0.003,0.001,0.001
42,35,28,2.056,0.007,0.007,0.007
42,35,35,2.427,0.005,0.002,0.004
42,35,42,2.409,0.006,0.006,0.004
42,35,49,0.024,0.001,0.001,0.005
42,35,56,4.174,0.006,0.006,0.004
42,35,63,0.671,0.006,0.0,0.007
42,35,70,5.28,0.006,0.006,0.005
42,35,77,1.916,0.007,0.005,0.004
42,35,84,31.993,0.003,0.002,0.001
42,35,91,7.144,0.008,0.005,0.006
42,35,98,0.46,0.006,0.006,0.004
42,35,105,14.71,0.003,0.007,0.002
42,35,112,23.964,0.005,0.004,0.003
42,35,119,2.019,0.009,0.002,0.007
42,35,126,4.089,0.005,0.004,0.001
42,35,133,0.946,0.001,0.006,0.005
42,35,140,31.982,0.007,0.006,0.004
42,35,147,10.676,0.002,0.004,0.004
42,35,154,14.144,0.008,0.006,0.005
42,35,161,3.836,0.008,0.004,0.004
42,35,168,12.494,0.004,0.003,0.006
42,35,175,12.979,0.006,0.002,0.006
42,42,0,8.325,0.002,0.002,0.002
42,42,7,1.995,0.008,0.004,0.004
42,42,14,25.946,0.004,0.005,0.006
42,42,21,21.263,0.005,0.004,0.005
42,42,28,10.031,0.003,0.003,0.006
42,42,35,4.508,0.006,0.005,0.004
42,42,42,3.392,0.006,0.006,0.003
42,42,49,8.771,0.003,0.004,0.004
42,42,56,0.444,0.002,0.003,0.005
42,42,63,12.225,0.003,0.003,0.004
42,42,70,0.727,0.006,0.005,0.004
42,42,77,0.418,0.005,0.004,0.005
42,42,84,26.098,0.001,0.001,0.001
42,42,91,2.779,0.004,0.003,0.003
42,42,98,15.081,0.005,0.006,0.001
42,42,105,6.171,0.006,0.005,0.002
42,42,112,17.969,0.006,0.005,0.004
42,42,119,14.836,0.005,0.004,0.005
42,42,126,0.931,0.002,0.004,0.005
42,42,133,10.676,0.003,0.005,0.004
42,42,140,3.36,0.004,0.003,0.004
42,42,147,6.546,0.003,0.004,0.003
42,42,154,2.942,0.006,0.004,0.004
42,42,161,32.275,0.005,0.002,0.005
42,42,168,28.748,0.002,0.003,0.004
42,42,175,11.427,0.006,0.003,0.004
42,49,0,7.363,0.003,0.003,0.002
42,49,7,22.835,0.004,0.004,0.004
42,49,14,2.754,0.005,0.002,0.005
42,49,21,1.743,0.006,0.005,0.005
42,49,28,35.679,0.005,0.004,0.004
42,49,35,8.03,0.004,0.003,0.004
42,49,42,0.285,0.003,0.004,0.003
42,49,49,2.566,0.003,0.003,0.003
42,49,56,12.996,0.004,0.004,0.003
42,49,63,12.554,0.005,0.005,0.004
42,49,70,4.307,0.004,0.004,0.004
42,49,77,5.023,0.004,0.005,0.004
42,49,84,36.498,0.004,0.005,0.004
42,49,91,5.192,0.005,0.004,0.004
42,49,98,7.882,0.004,0.005,0.004
42,49,105,3.926,0.002,0.003,0.002
42,49,112,24.905,0.004,0.005,0.004
42,49,119,1.682,0.001,0.004,0.005
42,49,126,9.463,0.003,0.004,0.004
42,49,133,1.002,0.005,0.004,0.004
42,49,140,1.726,0.007,0.004,0.005
42,49,147,6.997,0.003,0.004,0.003
42,49,154,0.568,0.005,0.002,0.003
42,49,161,36.581,0.004,0.004,0.004
42,49,168,37.366,0.004,0.003,0.004
42,49,175,40.793,0.003,0.003,0.004
42,56,0,42.426,0.003,0.003,0.003
42,56,7,9.105,0.004,0.004,0.004
42,56,14,23.289,0.003,0.003,0.003
42,56,21,8.22,0.003,0.004,0.004
42,56,28,5.992,0.004,0.003,0.003
42,56,35,9.766,0.003,0.003,0.003
42,56,42,2.268,0.002,0.003,0.003
42,56,49,10.096,0.003,0.003,0.003
42,56,56,10.341,0.003,0.004,0.004
42,56,63,7.149,0.003,0.004,0.004
42,56,70,5.588,0.004,0.004,0.004
42,56,77,9.354,0.004,0.004,0.004
42,56,84,22.823,0.004,0.004,0.004
42,56,91,18.721,0.002,0.003,0.003
42,56,98,7.821,0.003,0.003,0.003
42,56,105,25.883,0.002,0.001,0.003
42,56,112,5.32,0.004,0.004,0.004
42,56,119,2.799,0.004,0.003,0.004
42,56,126,14.513,0.003,0.004,0.004
42,56,133,11.349,0.002,0.002,0.004
42,56,140,23.925,0.003,0.004,0.003
42,56,147,4.099,0.004,0.004,0.003
42,56,154,6.123,0.002,0.003,0.003
42,56,161,22.01,0.004,0.003,0.004
42,56,168,45.022,0.004,0.004,0.004
42,56,175,47.625,0.005,0.004,0.004
42,63,0,30.198,0.003,0.003,0.003
42,63,7,30.997,0.003,0.003,0.004
42,63,14,2.074,0.003,0.003,0.003
42,63,21,56.69,0.003,0.003,0.003
42,63,28,2.821,0.003,0.004,0.003
42,63,35,0.006,0.002,0.004,0.003
42,63,42,2.582,0.003,0.004,0.003
42,63,49,1.068,0.004,0.004,0.004
42,63,56,8.42,0.003,0.003,0.004
42,63,63,11.93,0.004,0.003,0.003
42,63,70,9.483,0.004,0.004,0.003
42,63,77,11.467,0.003,0.004,0.003
42,63,84,1.225,0.003,0.003,0.003
42,63,91,13.274,0.003,0.004,0.004
42,63,98,56.961,0.004,0.003,0.003
42,63,105,6.627,0.004,0.003,0.003
42,63,112,38.761,0.003,0.003,0.004
42,63,119,3.479,0.003,0.003,0.003
42,63,126,6.227,0.002,0.004,0.003
42,63,133,13.583,0.001,0.001,0.003
42,63,140,2.046,0.003,0.002,0.003
42,63,147,18.485,0.003,0.003,0.003
42,63,154,1.397,0.002,0.002,0.004
42,63,161,22.439,0.003,0.003,0.004
42,63,168,6.779,0.004,0.003,0.003
42,63,175,15.937,0.003,0.003,0.003
42,70,0,5.212,0.003,0.003,0.003
42,70,7,12.895,0.005,0.004,0.003
42,70,14,42.085,0.003,0.003,0.003
42,70,21,10.845,0.003,0.003,0.003
42,70,28,12.379,0.003,0.003,0.003
42,70,35,5.119,0.004,0.003,0.003
42,70,42,22.612,0.004,0.004,0.003
42,70,49,65.859,0.005,0.003,0.003
42,70,56,1.113,0.003,0.003,0.003
42,70,63,10.123,0.004,0.002,0.003
42,70,70,9.485,0.005,0.003,0.003
42,70,77,6.954,0.002,0.004,0.003
42,70,84,17.572,0.003,0.004,0.003
42,70,91,7.024,0.004,0.004,0.003
42,70,98,33.199,0.003,0.003,0.003
42,70,105,25.823,0.002,0.003,0.003
42,70,112,12.01,0.004,0.003,0.003
42,70,119,13.551,0.004,0.003,0.003
42,70,126,6.959,0.003,0.003,0.003
42,70,133,11.402,0.003,0.003,0.003
42,70,140,3.528,0.002,0.003,0.002
42,70,147,4.424,0.002,0.003,0.003
42,70,154,29.546,0.005,0.003,0.003
42,70,161,34.122,0.004,0.003,0.003
42,70,168,5.05,0.005,0.003,0.003
42,70,175,13.61,0.003,0.003,0.003
42,77,0,8.304,0.003,0.003,0.002
42,77,7,18.049,0.006,0.003,0.003
42,77,14,30.725,0.006,0.003,0.002
42,77,21,19.937,0.005,0.003,0.003
42,77,28,9.699,0.004,0.003,0.003
42,77,35,0.958,0.004,0.003,0.003
42,77,42,34.159,0.003,0.004,0.003
42,77,49,5.923,0.002,0.003,0.002
42,77,56,16.648,0.004,0.003,0.003
42,77,63,6.244,0.004,0.003,0.003
42,77,70,8.65,0.004,0.003,0.003
42,77,77,3.918,0.003,0.003,0.003
42,77,84,15.352,0.003,0.003,0.003
42,77,91,3.317,0.007,0.003,0.003
42,77,98,8.098,0.01,0.003,0.003
42,77,105,23.783,0.007,0.002,0.002
42,77,112,6.867,0.003,0.003,0.004
42,77,119,74.371,0.003,0.003,0.002
42,77,126,8.589,0.003,0.003,0.003
42,77,133,0.7,0.004,0.002,0.003
42,77,140,31.814,0.006,0.003,0.003
42,77,147,34.663,0.007,0.003,0.003
42,77,154,4.448,0.004,0.004,0.002
42,77,161,30.301,0.005,0.003,0.003
42,77,168,19.431,0.004,0.003,0.003
42,77,175,39.763,0.007,0.003,0.003
42,84,0,14.789,0.004,0.004,0.003
42,84,7,13.285,0.054,0.003,0.004
42,84,14,10.847,0.006,0.003,0.003
42,84,21,10.848,0.003,0.003,0.002
42,84,28,18.844,0.005,0.003,0.003
42,84,35,4.899,0.006,0.003,0.003
42,84,42,59.465,0.004,0.004,0.004
42,84,49,6.018,0.014,0.005,0.004
42,84,56,48.347,0.01,0.003,0.003
42,84,63,21.082,0.002,0.004,0.003
42,84,70,18.47,0.004,0.004,0.006
42,84,77,28.621,0.007,0.003,0.003
42,84,84,7.531,0.005,0.004,0.004
42,84,91,8.807,0.021,0.003,0.003
42,84,98,13.563,0.061,0.002,0.004
42,84,105,11.118,0.005,0.004,0.003
42,84,112,17.442,0.006,0.004,0.004
42,84,119,32.949,0.006,0.004,0.003
42,84,126,5.942,0.008,0.003,0.002
42,84,133,12.798,0.015,0.003,0.003
42,84,140,22.496,0.078,0.002,0.004
42,84,147,70.355,0.017,0.004,0.003
42,84,154,44.781,0.006,0.006,0.004
42,84,161,24.606,0.008,0.004,0.003
42,84,168,11.049,0.007,0.003,0.003
42,84,175,29.747,0.005,0.007,0.006
49,0,0,0.0,0.0,0.273,0.263
49,0,7,0.0,0.0,0.0,0.161
49,0,14,3.037,0.298,0.243,0.233
49,0,21,10.192,0.0,0.25,0.234
49,0,28,4.276,0.0,0.0,0.247
49,0,35,1.689,0.236,0.0,0.0
49,0,42,0.263,0.0,0.314,0.0
49,0,49,0.013,0.0,0.276,0.242
49,0,56,0.001,0.0,0.201,0.236
49,0,63,4.864,0.0,0.234,0.268
49,0,70,2.555,0.277,0.0,0.247
49,0,77,14.418,0.0,0.27,0.0
49,0,84,2.119,0.157,0.198,0.246
49,0,91,3.664,0.0,0.0,0.251
49,0,98,0.0,0.38,0.279,0.305
49,0,105,2.98,0.222,0.19,0.262
49,0,112,0.0,0.0,0.288,0.238
49,0,119,0.0,0.0,0.28,0.26
49,0,126,0.002,0.0,0.237,0.098
49,0,133,3.838,0.426,0.0,0.287
49,0,140,0.001,0.0,0.0,0.327
49,0,147,0.0,0.0,0.0,0.275
49,0,154,0.001,0.0,0.247,0.339
49,0,161,0.926,0.0,0.0,0.0
49,0,168,0.0,0.0,0.0,0.0
49,0,175,6.713,0.0,0.0,0.0
49,7,0,0.221,0.091,0.006,0.002
49,7,7,23.086,0.745,0.002,0.002
49,7,14,3.286,0.313,0.312,0.002
49,7,21,4.811,0.072,0.022,0.003
49,7,28,2.543,0.233,0.006,0.006
49,7,35,4.949,0.088,0.01,0.002
49,7,42,5.224,0.154,0.005,0.003
49,7,49,9.871,0.03,0.126,0.007
49,7,56,11.768,0.331,0.012,0.004
49,7,63,16.4,0.135,0.016,0.002
49,7,70,4.919,0.555,0.005,0.002
49,7,77,3.089,0.006,0.002,0.018
49,7,84,2.898,0.025,0.002,0.002
49,7,91,53.537,0.819,0.706,0.002
49,7,98,7.574,0.241,0.001,0.002
49,7,105,7.133,0.907,0.115,0.002
49,7,112,2.596,0.035,0.005,0.003
49,7,119,2.308,0.007,0.002,0.002
49,7,126,3.751,0.007,0.002,0.002
49,7,133,4.402,0.124,0.005,0.006
49,7,140,4.618,0.556,0.026,0.003
49,7,147,2.384,0.159,0.004,0.003
49,7,154,4.854,0.527,0.002,0.004
49,7,161,4.459,0.025,0.002,0.006
49,7,168,4.639,1.563,0.075,0.002
49,7,175,5.014,0.737,0.318,0.026
49,14,0,8.218,0.001,0.002,0.0
49,14,7,8.417,0.005,0.0,0.009
49,14,14,6.035,0.022,0.003,0.001
49,14,21,1.097,0.007,0.005,0.016
49,14,28,2.735,0.018,0.005,0.001
49,14,35,2.232,0.007,0.003,0.004
49,14,42,0.756,0.018,0.004,0.001
49,14,49,12.284,0.005,0.001,0.007
49,14,56,3.919,0.012,0.002,0.015
49,14,63,9.712,0.017,0.002,0.003
49,14,70,9.673,0.016,0.01,0.005
49,14,77,6.448,0.014,0.002,0.001
49,14,84,9.739,0.005,0.002,0.008
49,14,91,2.697,0.007,0.001,0.001
49,14,98,4.003,0.017,0.004,0.006
49,14,105,6.795,0.014,0.002,0.001
49,14,112,9.364,0.026,0.02,0.013
49,14,119,6.423,0.039,0.002,0.002
49,14,126,1.875,0.02,0.131,0.016
49,14,133,2.184,0.003,0.001,0.001
49,14,140,2.331,0.004,0.002,0.004
49,14,147,8.11,0.006,0.001,0.002
49,14,154,9.53,0.024,0.003,0.008
49,14,161,7.636,0.03,0.002,0.014
49,14,168,9.729,0.009,0.001,0.001
49,14,175,8.04,0.005,0.001,0.008
49,21,0,13.099,0.004,0.002,0.005
49,21,7,6.274,0.014,0.005,0.009
49,21,14,12.543,0.005,0.001,0.006
49,21,21,8.651,0.009,0.002,0.006
49,21,28,5.349,0.003,0.001,0.001
49,21,35,2.212,0.012,0.012,0.005
49,21,42,1.978,0.004,0.001,0.003
49,21,49,11.905,0.011,0.007,0.001
49,21,56,1.937,0.003,0.001,0.001
49,21,63,10.046,0.015,0.013,0.014
49,21,70,22.869,0.008,0.002,0.008
49,21,77,9.483,0.013,0.001,0.001
49,21,84,0.993,0.012,0.015,0.009
49,21,91,7.896,0.015,0.009,0.008
49,21,98,47.005,0.01,0.015,0.003
49,21,105,4.967,0.016,0.015,0.001
49,21,112,4.847,0.008,0.004,0.007
49,21,119,3.913,0.012,0.008,0.003
49,21,126,9.274,0.016,0.002,0.003
49,21,133,4.694,0.0,0.002,0.001
49,21,140,11.281,0.003,0.002,0.003
49,21,147,9.183,0.012,0.007,0.003
49,21,154,14.422,0.01,0.005,0.001
49,21,161,21.931,0.012,0.002,0.001
49,21,168,5.407,0.018,0.004,0.014
49,21,175,11.011,0.017,0.012,0.011
49,28,0,14.199,0.005,0.003,0.007
49,28,7,7.639,0.005,0.003,0.002
49,28,14,11.095,0.007,0.008,0.01
49,28,21,12.001,0.009,0.009,0.008
49,28,28,16.063,0.006,0.006,0.001
49,28,35,16.865,0.01,0.009,0.004
49,28,42,1.965,0.001,0.007,0.005
49,28,49,8.013,0.012,0.003,0.003
49,28,56,2.446,0.005,0.009,0.006
49,28,63,2.559,0.004,0.001,0.003
49,28,70,14.044,0.002,0.002,0.006
49,28,77,14.776,0.007,0.006,0.008
49,28,84,19.418,0.007,0.004,0.004
49,28,91,15.945,0.006,0.001,0.009
49,28,98,2.874,0.005,0.011,0.007
49,28,105,7.754,0.012,0.011,0.007
49,28,112,8.279,0.003,0.001,0.002
49,28,119,1.106,0.01,0.01,0.01
49,28,126,0.148,0.007,0.009,0.003
49,28,133,2.759,0.007,0.001,0.001
49,28,140,19.689,0.004,0.003,0.003
49,28,147,7.756,0.006,0.009,0.008
49,28,154,1.326,0.005,0.002,0.003
49,28,161,17.558,0.01,0.006,0.006
49,28,168,10.44,0.01,0.009,0.003
49,28,175,13.885,0.007,0.005,0.005
49,35,0,0.044,0.005,0.006,0.005
49,35,7,0.029,0.009,0.008,0.006
49,35,14,1.405,0.009,0.005,0.008
49,35,21,3.153,0.004,0.008,0.002
49,35,28,0.854,0.004,0.004,0.005
49,35,35,4.031,0.001,0.0,0.004
49,35,42,0.336,0.002,0.006,0.002
49,35,49,0.714,0.006,0.005,0.008
49,35,56,2.128,0.005,0.004,0.007
49,35,63,1.087,0.004,0.005,0.006
49,35,70,13.94,0.003,0.005,0.004
49,35,77,16.996,0.005,0.007,0.007
49,35,84,20.043,0.007,0.006,0.007
49,35,91,9.516,0.003,0.002,0.004
49,35,98,11.384,0.003,0.004,0.003
49,35,105,15.437,0.005,0.004,0.002
49,35,112,12.012,0.006,0.006,0.006
49,35,119,21.96,0.006,0.005,0.008
49,35,126,0.82,0.005,0.004,0.005
49,35,133,1.503,0.007,0.005,0.005
49,35,140,4.988,0.007,0.007,0.006
49,35,147,1.338,0.005,0.002,0.002
49,35,154,23.63,0.01,0.006,0.006
49,35,161,0.78,0.007,0.002,0.005
49,35,168,10.107,0.009,0.004,0.005
49,35,175,3.857,0.007,0.003,0.005
49,42,0,8.233,0.005,0.004,0.006
49,42,7,12.435,0.007,0.006,0.005
49,42,14,3.482,0.003,0.003,0.002
49,42,21,1.61,0.005,0.007,0.005
49,42,28,7.413,0.006,0.007,0.006
49,42,35,1.26,0.001,0.002,0.002
49,42,42,1.258,0.005,0.005,0.005
49,42,49,2.599,0.004,0.004,0.003
49,42,56,0.639,0.005,0.006,0.004
49,42,63,11.824,0.007,0.006,0.005
